ADVERTISER,BRAND_ROOT,Brand (Major),Brand (Minor),Brand (Leaf),PUBLISHER,DATE,CHANNEL,Top-Level Category,PLACEMENT,Spend (USD),IMPRESSIONS
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",YouTube,2025-08-01,YouTube,Food & Dining Services,Feed,3586.41,2429997
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-08-01,YouTube,Consumer Packaged Goods,In-Stream,797.74,362162
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-08-01,YouTube,Consumer Packaged Goods,Feed,102.82,69671
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-08-01,Desktop Display,Consumer Packaged Goods,Other,45.42,4806
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-08-01,YouTube,Consumer Packaged Goods,In-Stream,1665.16,151192
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,31886.66,987624
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,189255.20,5861801
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,948335.76,29372830
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,usnews.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,153.15,48707
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),sparknotes.com,2025-08-01,Desktop Video,Consumer Packaged Goods,Other,210.74,17228
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),screenrant.com,2025-08-01,Desktop Video,Consumer Packaged Goods,Other,1397.27,304117
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,sun-sentinel.com (Tribune Media),2025-08-01,Mobile Display,Consumer Packaged Goods,Other,44.60,15913
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),collider.com,2025-08-01,Desktop Video,Consumer Packaged Goods,Other,259.43,17448
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Feed,872.09,106061
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Feed,323.90,39392
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Reels,630.24,76650
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Reels,445360.22,54164059
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Stories,9324.13,1133992
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Feed,48221.31,5864621
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-08-01,Instagram,Food & Dining Services,Stories,545.80,66380
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-08-01,Instagram,Food & Dining Services,Reels,2485.29,302258
"good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC","good culture, LLC",Instagram,2025-08-01,Instagram,Food & Dining Services,Feed,767.08,93293
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Feed,8485.60,1032016
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Reels,2239.59,272378
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Stories,14118.57,1717082
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Reels,424779.83,51661318
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Feed,135912.49,16529572
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-08-01,Instagram,Consumer Packaged Goods,Stories,74121.92,9014647
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,kfor.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,46.67,15433
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,tucsonnewsnow.com (WorldNow),2025-08-01,Mobile Display,Consumer Packaged Goods,Other,15.41,6813
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,kark.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,6.09,2555
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,thestate.com (McClatchy),2025-08-01,Mobile Display,Consumer Packaged Goods,Other,2.70,2683
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),signupgenius.com,2025-08-01,Desktop Video,Consumer Packaged Goods,Other,233.42,9900
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),androidpolice.com,2025-08-01,Desktop Video,Consumer Packaged Goods,Other,87.34,9664
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,klbjfm.com,2025-08-01,Desktop Display,Consumer Packaged Goods,Other,169.83,11172
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,klbjfm.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,4.93,519
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,natashaskitchen.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,100.41,22762
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),natashaskitchen.com,2025-08-01,Desktop Video,Consumer Packaged Goods,Other,28.96,4634
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Pluto TV,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,45133.70,1919005
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Pluto TV,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,58162.74,2472976
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,cricbuzz.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,81.71,68716
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),gamerant.com,2025-08-01,Desktop Video,Consumer Packaged Goods,Other,27.73,5606
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,fatherly.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,32.46,13618
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Tubi,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,7192.70,283764
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Tubi,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,239637.79,9454124
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,226.23,27305
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,wqow.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,21.01,8814
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,rnbcincy.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,3.30,1330
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,tricolor.entravision.com,2025-08-01,Mobile Display,Consumer Packaged Goods,Other,0.57,240
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),livewellbakeoften.com,2025-08-01,Desktop Video,Consumer Packaged Goods,Other,11.15,2255
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Peacock,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,30514.90,707913
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Peacock,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,68362.30,1585934
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Paramount+,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,84519.66,3390010
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Max,2025-08-01,OTT,Consumer Packaged Goods,In-Stream,5819.59,153652
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-08-01,OTT,Consumer Packaged Goods,In-Stream,141174.82,5738172
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),OTT Streaming Services (General),2025-08-01,OTT,Consumer Packaged Goods,In-Stream,99828.09,4057602
