ADVERTISER,BRAND,MEDIA_GROUP,MEDIA,MEDIA_OWNER,DOW,NATIONAL/LOCAL,MARKET,PROGRAM,PROGRAM_GENRE,DAYPART,PROPERTY,JAN_2025__$,JAN_2025__UNITS,FEB_2025__$,FEB_2025__UNITS,MAR_2025__$,MAR_2025__UNITS,APR_2025__$,APR_2025__UNITS,MAY_2025__$,MAY_2025__UNITS,JUNE_2025__$,JUNE_2025__UNITS,JUL_2025__$,JUL_2025__UNITS,AUG_2025__$,AUG_2025__UNITS,SEPT_2025__$,SEPT_2025__UNITS,OCT_2025__$,OCT_2025__UNITS,TOTAL_$,TOTAL_UNITS
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,* TOTAL US,TONI BRAXTON: UNBREAK MY,ENTERTAINMENT,Weekend Afternoon,LIFE,,,960,1,,,,,,,,,,,,,,,,,960,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,* TOTAL US,WOMAN WITH MY FACE,ENTERTAINMENT,Late News,LIFE,,,,,"1,643",1,,,,,,,,,,,,,,,"1,643",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,* TOTAL US,WOMAN WITH MY FACE,ENTERTAINMENT,Late Fringe,LIFE,,,,,"1,643",1,,,,,,,,,,,,,,,"1,643",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,* TOTAL US,WOMAN WITH MY FACE,ENTERTAINMENT,Overnight,LIFE,,,,,"1,154",2,,,,,,,,,,,,,,,"1,154",2
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,* TOTAL US,WOMAN WITH THE RED LIPST,ENTERTAINMENT,Saturday Morning,LIFE,,,,,,,,,,,,,689,1,,,,,,,689,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Saturday,NATIONAL,* TOTAL US,ZOMBIE HOUSE FLIPPING,ENTERTAINMENT,Saturday Morning,A&E,,,,,,,,,,,,,,,,,,,"1,949",3,"1,949",3
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,ABDUCTED: THE MARY STAUF,ENTERTAINMENT,Early Fringe,LIFE,,,,,,,,,,,,,,,"1,691",1,,,,,"1,691",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,AMANDA KNOX: MURDER ON T,ENTERTAINMENT,Early Fringe,LIFE,,,,,,,,,,,,,,,846,1,,,,,846,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,BEAR LAKE MURDERS,ENTERTAINMENT,Prime Time,LIFE,,,960,1,,,,,,,,,,,,,,,,,960,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,BURIED ALIVE & SURVIVED,ENTERTAINMENT,Prime Time,LIFE,"1,935",1,,,,,,,,,,,,,,,,,,,"1,935",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,DATE AT YOUR OWN RISK,ENTERTAINMENT,Prime Time,LIFE,,,"2,327",1,,,,,,,,,,,,,,,,,"2,327",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,DATE AT YOUR OWN RISK,ENTERTAINMENT,Overnight,LIFE,,,"1,431",1,,,,,,,,,,,,,,,,,"1,431",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,DEADLY DILF,ENTERTAINMENT,Early Fringe,LIFE,"2,903",2,,,,,,,,,,,,,,,,,,,"2,903",2
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,FACE I CAN'T FORGET,ENTERTAINMENT,Early Fringe,LIFE,,,"1,920",1,,,,,,,,,,,,,,,,,"1,920",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,FAITH IN THE FLAMES,ENTERTAINMENT,Early Fringe,LIFE,,,,,,,,,,,,,900,1,,,,,,,900,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,FIRST 48,ENTERTAINMENT,Sunday Morning,A&E,,,,,,,,,,,,,,,,,,,"2,627",4,"2,627",4
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,GIRL IN THE GARAGE,ENTERTAINMENT,Late Fringe,LIFE,,,"1,210",2,,,,,,,,,,,,,,,,,"1,210",2
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,HIDDEN FIGURES,ENTERTAINMENT,Prime Time,LIFE,,,"2,026",2,,,,,,,,,,,,,,,,,"2,026",2
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,HIDDEN FIGURES,ENTERTAINMENT,Overnight,LIFE,,,606,2,,,,,,,,,,,,,,,,,606,2
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,I'LL NEVER LET YOU GO,ENTERTAINMENT,Weekend Afternoon,LIFE,,,,,,,,,,,,,,,"1,691",1,,,,,"1,691",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Early Fringe,A&E,,,,,,,,,,,,,"2,082",3,"2,286",6,"5,340",8,534,1,"10,242",18
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Prime Time,A&E,,,,,,,,,,,,,,,,,"2,580",3,860,1,"3,440",4
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,LIVE PD: POLICE PATROL,ENTERTAINMENT,Weekend Afternoon,A&E,,,,,,,,,,,,,"2,082",3,"4,570",10,"3,738",7,"3,051",6,"13,441",26
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,LIVE PD: REWIND,ENTERTAINMENT,Weekend Afternoon,A&E,,,,,,,,,,,,,"1,388",2,,,,,,,"1,388",2
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,MURDER AT THE DERBY,ENTERTAINMENT,Prime Time,LIFE,,,,,,,"1,147",1,,,,,,,,,,,,,"1,147",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,MURDER AT THE DERBY,ENTERTAINMENT,Overnight,LIFE,,,,,,,383,1,,,,,,,,,,,,,383,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,MY AMISH DOUBLE LIFE,ENTERTAINMENT,Late Fringe,LIFE,,,,,,,"2,294",1,,,,,,,,,,,,,"2,294",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,MY AMISH DOUBLE LIFE,ENTERTAINMENT,Overnight,LIFE,,,,,,,850,1,,,,,,,,,,,,,850,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,REGINA SMITH STORY,ENTERTAINMENT,Weekend Afternoon,LIFE,,,213,1,,,,,,,,,,,,,,,,,213,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,REGINA SMITH STORY,ENTERTAINMENT,Sunday Morning,LIFE,,,426,1,,,,,,,,,,,,,,,,,426,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,SECRET LIFE OF A SORORIT,ENTERTAINMENT,Early Fringe,LIFE,,,,,,,,,,,,,,,"1,691",1,,,,,"1,691",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,TWISTED NEIGHBOR,ENTERTAINMENT,Weekend Afternoon,LIFE,,,960,1,,,,,,,,,,,,,,,,,960,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,WWE LFG,ENTERTAINMENT,Prime Time,A&E,,,,,,,,,,,,,,,"1,224",1,,,,,"1,224",1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,WWE LFG,ENTERTAINMENT,Overnight,A&E,,,,,,,,,,,,,,,695,1,,,,,695,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,YOGA TEACHER KILLER,ENTERTAINMENT,Weekend Afternoon,LIFE,968,1,,,,,,,,,,,,,,,,,,,968,1
Chomps,Chomps,Television,Cable TV,A&E TV Networks Inc,Sunday,NATIONAL,* TOTAL US,ZOMBIE HOUSE FLIPPING,ENTERTAINMENT,Sunday Morning,A&E,,,,,,,,,,,,,976,2,"1,779",2,"1,356",2,,,"4,111",6
Chomps,Chomps,Television,Cable TV,BFTV Llc,Monday,NATIONAL,* TOTAL US,BABY FIRST FAVORITE,KIDS,Afternoon,BABY,,,,,,,,,,,,,57,1,84,2,,,72,2,213,5
Chomps,Chomps,Television,Cable TV,BFTV Llc,Monday,NATIONAL,* TOTAL US,BABYFIRST CLUB,KIDS,Early Fringe,BABY,,,,,,,,,,,,,65,1,94,2,,,50,1,209,4
Chomps,Chomps,Television,Cable TV,BFTV Llc,Monday,NATIONAL,* TOTAL US,DEVELOPMENTAL PROGRAMS F,KIDS,Early Fringe,BABY,,,,,,,,,,,,,195,3,,,,,,,195,3
Chomps,Chomps,Television,Cable TV,BFTV Llc,Monday,NATIONAL,* TOTAL US,DEVELOPMENTAL PROGRAMS F,KIDS,Overnight,BABY,,,,,,,,,,,,,141,3,16,2,,,,,157,5
Chomps,Chomps,Television,Cable TV,BFTV Llc,Monday,NATIONAL,* TOTAL US,PLAYTIME WITH AL,KIDS,Morning,BABY,,,,,,,,,,,,,171,3,,,,,48,1,219,4
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,ART & MUSIC,KIDS,Afternoon,BABY,,,,,,,,,,,,,171,3,,,,,24,1,195,4
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,BABY FIRST BEDTIME,KIDS,Prime Time,BABY,,,,,,,,,,,,,72,1,59,1,,,,,131,2
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,BABY FIRST FAVORITE,KIDS,Prime Time,BABY,,,,,,,,,,,,,144,2,59,1,,,59,1,262,4
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,BABYFIRST AFTER HOURS,KIDS,Late News,BABY,,,,,,,,,,,,,,,,,,,9,1,9,1
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,BABYFIRST AFTER HOURS,KIDS,Late Fringe,BABY,,,,,,,,,,,,,69,3,,,,,18,1,87,4
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,BABYFIRST CLUB,KIDS,Early Fringe,BABY,,,,,,,,,,,,,130,2,47,1,,,25,1,202,4
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,DEVELOPMENTAL PROGRAMS F,KIDS,Afternoon,BABY,,,,,,,,,,,,,57,1,42,1,,,,,99,2
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,DEVELOPMENTAL PROGRAMS F,KIDS,Early Fringe,BABY,,,,,,,,,,,,,130,2,47,1,,,50,1,227,4
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,EARLY BLOOMERS,KIDS,Early Morning,BABY,,,,,,,,,,,,,47,1,,,,,,,47,1
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,EARLY BLOOMERS,KIDS,Afternoon,BABY,,,,,,,,,,,,,,,42,1,,,48,1,90,2
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,MAMA AND ME: FUN TIME,KIDS,Afternoon,BABY,,,,,,,,,,,,,171,3,84,2,,,48,1,303,6
Chomps,Chomps,Television,Cable TV,BFTV Llc,Tuesday,NATIONAL,* TOTAL US,MAMA AND ME: SING ALONG,KIDS,Afternoon,BABY,,,,,,,,,,,,,114,2,,,,,,,114,2
Chomps,Chomps,Television,Cable TV,BFTV Llc,Wednesday,NATIONAL,* TOTAL US,BABYFIRST AFTER HOURS,KIDS,Overnight,BABY,,,,,,,,,,,,,,,,,,,11,1,11,1
Chomps,Chomps,Television,Cable TV,BFTV Llc,Wednesday,NATIONAL,* TOTAL US,BABYFIRST CLUB,KIDS,Early News,BABY,,,,,,,,,,,,,65,1,94,2,,,50,1,209,4
Chomps,Chomps,Television,Cable TV,BFTV Llc,Wednesday,NATIONAL,* TOTAL US,DEVELOPMENTAL PROGRAMS F,KIDS,Overnight,BABY,,,,,,,,,,,,,47,1,,,,,,,47,1
Chomps,Chomps,Television,Cable TV,BFTV Llc,Wednesday,NATIONAL,* TOTAL US,PLAYTIME WITH AL,KIDS,Prime Access,BABY,,,,,,,,,,,,,144,2,59,1,,,89,2,292,5
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,* TOTAL US,BABY FIRST BEDTIME,KIDS,Prime Time,BABY,,,,,,,,,,,,,288,4,,,,,59,1,347,5
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,* TOTAL US,BABY FIRST FAVORITE,KIDS,Afternoon,BABY,,,,,,,,,,,,,171,3,84,2,,,,,255,5
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,* TOTAL US,BABY FIRST FAVORITE,KIDS,Prime Time,BABY,,,,,,,,,,,,,,,118,2,,,,,118,2
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,* TOTAL US,BABYFIRST AFTER HOURS,KIDS,Late Fringe,BABY,,,,,,,,,,,,,,,36,2,,,9,1,45,3
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,* TOTAL US,BABYFIRST CLUB,KIDS,Early Fringe,BABY,,,,,,,,,,,,,195,3,47,1,,,,,242,4
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,* TOTAL US,DEVELOPMENTAL PROGRAMS F,KIDS,Early Fringe,BABY,,,,,,,,,,,,,65,1,47,1,,,,,112,2
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,* TOTAL US,DEVELOPMENTAL PROGRAMS F,KIDS,Overnight,BABY,,,,,,,,,,,,,,,8,1,,,,,8,1
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,* TOTAL US,EARLY BLOOMERS,KIDS,Early Morning,BABY,,,,,,,,,,,,,47,1,,,,,,,47,1
Chomps,Chomps,Television,Cable TV,BFTV Llc,Thursday,NATIONAL,* TOTAL US,PLAYTIME WITH AL,KIDS,Morning,BABY,,,,,,,,,,,,,114,2,42,1,,,,,156,3
Chomps,Chomps,Television,Cable TV,BFTV Llc,Friday,NATIONAL,* TOTAL US,BABYFIRST AFTER HOURS,KIDS,Overnight,BABY,,,,,,,,,,,,,47,1,8,1,,,18,1,73,3
Chomps,Chomps,Television,Cable TV,BFTV Llc,Friday,NATIONAL,* TOTAL US,BABYFIRST CLUB,KIDS,Early News,BABY,,,,,,,,,,,,,65,1,141,3,,,50,1,256,5
Chomps,Chomps,Television,Cable TV,BFTV Llc,Friday,NATIONAL,* TOTAL US,BREAKFAST CLUB,ENTERTAINMENT,Morning,BABY,,,,,,,,,,,,,285,5,168,4,,,72,2,525,11
Chomps,Chomps,Television,Cable TV,BFTV Llc,Friday,NATIONAL,* TOTAL US,EARLY BLOOMERS,KIDS,Early Morning,BABY,,,,,,,,,,,,,47,1,,,,,,,47,1
Chomps,Chomps,Television,Cable TV,BFTV Llc,Friday,NATIONAL,* TOTAL US,PLAYTIME WITH AL,KIDS,Prime Access,BABY,,,,,,,,,,,,,288,4,59,1,,,89,2,436,7
Chomps,Chomps,Television,Cable TV,BFTV Llc,Saturday,NATIONAL,* TOTAL US,BABY FIRST BEDTIME,KIDS,Prime Time,BABY,,,,,,,,,,,,,144,2,118,2,,,59,1,321,5
Chomps,Chomps,Television,Cable TV,BFTV Llc,Saturday,NATIONAL,* TOTAL US,BABYFIRST AFTER HOURS,KIDS,Late Fringe,BABY,,,,,,,,,,,,,46,2,18,1,,,,,64,3
Chomps,Chomps,Television,Cable TV,BFTV Llc,Saturday,NATIONAL,* TOTAL US,BABYFIRST AFTER HOURS,KIDS,Overnight,BABY,,,,,,,,,,,,,,,,,,,18,1,18,1
Chomps,Chomps,Television,Cable TV,BFTV Llc,Saturday,NATIONAL,* TOTAL US,GOOGOO & GAAGAA,KIDS,Saturday Morning,BABY,,,,,,,,,,,,,136,2,,,,,24,1,160,3
Chomps,Chomps,Television,Cable TV,BFTV Llc,Saturday,NATIONAL,* TOTAL US,HARRY & LARRY: PROS WHO,KIDS,Saturday Morning,BABY,,,,,,,,,,,,,,,44,1,,,48,1,92,2
Chomps,Chomps,Television,Cable TV,BFTV Llc,Saturday,NATIONAL,* TOTAL US,MAMA AND ME: SING ALONG,KIDS,Prime Time,BABY,,,,,,,,,,,,,144,2,118,2,,,59,1,321,5
Chomps,Chomps,Television,Cable TV,BFTV Llc,Saturday,NATIONAL,* TOTAL US,WORD PARTY,KIDS,Saturday Morning,BABY,,,,,,,,,,,,,68,1,88,2,,,,,156,3
Chomps,Chomps,Television,Cable TV,BFTV Llc,Sunday,NATIONAL,* TOTAL US,BABYFIRST CLUB,KIDS,Early Fringe,BABY,,,,,,,,,,,,,136,2,,,,,52,1,188,3
Chomps,Chomps,Television,Cable TV,BFTV Llc,Sunday,NATIONAL,* TOTAL US,BREAKFAST CLUB,ENTERTAINMENT,Sunday Morning,BABY,,,,,,,,,,,,,204,3,220,5,,,72,2,496,10
Chomps,Chomps,Television,Cable TV,BFTV Llc,Sunday,NATIONAL,* TOTAL US,PLAYTIME WITH AL,KIDS,Prime Time,BABY,,,,,,,,,,,,,216,3,177,3,,,89,2,482,8
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,5 CLUBS WITH GARY WILLIA,SPORTS,Early Morning,GOLF,,,,,,,,,,,,,"2,139",1,"1,397",1,,,,,"3,536",2
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,5 CLUBS WITH GARY WILLIA,SPORTS,Morning,GOLF,,,,,,,,,,,,,"1,147",1,,,,,,,"1,147",1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,AMERICAN EXPRESS-FNL RND,SPORTS,Prime Time,GOLF,"1,930",3,,,,,,,,,,,,,,,,,,,"1,930",3
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,BELOW DECK MEDITERRANEAN,ENTERTAINMENT,Morning,BRAV,,,,,,,,,,,,,,,,,409,1,,,409,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,BELOW DECK MEDITERRANEAN,ENTERTAINMENT,Afternoon,BRAV,,,,,,,,,,,,,,,,,,,818,2,818,2
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,BOTCHED,ENTERTAINMENT,Overnight,E!,,,,,,,,,,,,,,,593,1,,,,,593,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,CHAMPIONS TOUR,SPORTS,Late Fringe,GOLF,,,,,,,,,,,,,188,1,,,,,,,188,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,GENESIS OPEN - FINAL RND,SPORTS,Early Fringe,GOLF,,,,,,,,,,,,,"1,981",1,,,,,,,"1,981",1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,GOLF CENTRAL,SPORTS,Afternoon,GOLF,,,,,,,,,,,,,,,,,253,1,,,253,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,GOLF CENTRAL,SPORTS,Overnight,GOLF,,,,,,,,,,,,,188,1,749,3,,,,,937,4
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,GOLF TODAY,SPORTS,Afternoon,GOLF,,,,,,,,,,,,,,,588,2,,,,,588,2
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,GOLF'S GREATEST ROUNDS,SPORTS,Early Fringe,GOLF,,,,,,,,,,,,,"1,981",1,,,,,,,"1,981",1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,GOLFER'S GUIDE: PLAYING,SPORTS,Overnight,GOLF,,,,,,,,,,,,,,,83,1,,,,,83,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,HOLLYWOOD MEDIUM WITH TY,ENTERTAINMENT,Morning,E!,,,,,,,,,,,,,,,556,1,,,,,556,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,LIVE FROM THE RED CARPET,ENTERTAINMENT,Prime Access,E!,,,,,,,,,"4,071",1,,,,,,,,,,,"4,071",1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,OPEN HIGHLIGHTS,SPORTS,Early Fringe,GOLF,,,,,,,,,,,,,"1,981",1,,,,,,,"1,981",1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,PGA TOUR CHAMPIONS LEARN,SPORTS,Prime Access,GOLF,386,1,,,,,,,,,,,,,,,,,,,386,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,PLAYING LESSONS,INFORMATIONAL,Overnight,GOLF,,,,,,,,,,,,,16,1,,,,,,,16,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,SEX AND THE CITY SHOW,ENTERTAINMENT,Overnight,E!,,,,,,,,,,,,,,,725,1,,,,,725,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,SNAPPED,ENTERTAINMENT,Morning,OXYG,,,,,,,,,,,,,,,,,328,2,655,3,983,5
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,SNAPPED,ENTERTAINMENT,Afternoon,OXYG,,,,,,,,,,,,,,,238,2,,,491,2,729,4
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,SNAPPED,ENTERTAINMENT,Prime Time,OXYG,,,,,,,,,,,,,,,672,2,,,,,672,2
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,SNAPPED: BEHIND BARS,ENTERTAINMENT,Morning,OXYG,,,,,,,,,,,,,,,,,,,491,2,491,2
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,SOUTHERN HOSPITALITY,ENTERTAINMENT,Late Fringe,BRAV,,,"7,156",1,,,,,,,,,,,,,,,,,"7,156",1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,TEE TO DREAM,SPORTS,Overnight,GOLF,,,,,,,,,,,,,,,333,1,,,,,333,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Monday,NATIONAL,* TOTAL US,U.S. OPEN HIGHLIGHTS,SPORTS,Early Fringe,GOLF,,,,,,,,,,,,,,,"1,250",1,,,,,"1,250",1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,5 CLUBS WITH GARY WILLIA,SPORTS,Early Morning,GOLF,,,,,,,,,,,,,,,"2,794",1,,,,,"2,794",1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,5 CLUBS WITH GARY WILLIA,SPORTS,Morning,GOLF,,,,,,,,,,,,,,,,,253,1,,,253,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,"ACCIDENT, SUICIDE, OR MU",ENTERTAINMENT,Afternoon,OXYG,,,,,,,,,,,,,,,,,164,1,164,1,328,2
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,"ACCIDENT, SUICIDE, OR MU",ENTERTAINMENT,Early Fringe,OXYG,,,,,,,,,,,,,,,305,1,,,325,1,630,2
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,BARRACUDA CHAMP-FINAL RD,SPORTS,Late Fringe,GOLF,,,,,,,,,,,,,188,1,,,,,,,188,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,BOTCHED,ENTERTAINMENT,Overnight,E!,,,,,,,,,,,,,,,593,1,,,,,593,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,BURIED IN THE BACKYARD,ENTERTAINMENT,Morning,OXYG,,,,,,,,,,,,,,,,,327,1,,,327,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,CRIMINAL CONFESSIONS,ENTERTAINMENT,Morning,OXYG,,,,,,,,,,,,,,,,,,,164,1,164,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,FAIRWAYS OF LIFE WITH MA,SPORTS,Morning,GOLF,,,,,,,,,,,,,,,392,1,,,,,392,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,GOLF CENTRAL,SPORTS,Prime Time,GOLF,796,1,,,,,,,,,,,,,,,,,,,796,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,GOLF FIX,INFORMATIONAL,Overnight,GOLF,,,,,,,,,,,,,16,1,,,,,,,16,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,GOLF'S GREATEST ROUNDS,SPORTS,Late Fringe,GOLF,,,,,,,,,,,,,188,1,,,,,,,188,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,GOLFER'S GUIDE: PLAYING,SPORTS,Late Fringe,GOLF,,,,,,,,,,,,,188,1,,,,,,,188,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,KELLY CLARKSON SHOW,ENTERTAINMENT,Overnight,BRAV,,,,,,,,,,,,,,,,,,,194,2,194,2
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,KILLER RELATIONSHIP WITH,ENTERTAINMENT,Morning,OXYG,,,,,,,,,,,,,,,,,,,164,1,164,1
Chomps,Chomps,Television,Cable TV,Comcast Corp,Tuesday,NATIONAL,* TOTAL US,LPGA TOUR GOLF,SPORTS,Morning,GOLF,,,,,,,,,,,,,,,"1,212",1,,,,,"1,212",1
