advertiser,brand_root,brand_major,brand_minor,brand_leaf,publisher,date,channel,top_level_category,placement,spend_usd,impressions
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Stories,18829.55,2589794
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Reels,12634.7,1737761
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,YouTube,2025-06-01,YouTube,Consumer Packaged Goods,In-Stream,716.03,33114
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Hulu,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,1345.14,45132
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Reels,94187.73,11104454
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Stories,2878.37,339351
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Feed,25280.72,2980519
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Pluto TV,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,91718.68,4239544
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Tubi,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,8200.49,333661
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Peacock,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,16795.86,401862
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,TikTok,2025-06-01,TikTok,Consumer Packaged Goods,Feed,16679.38,1593875
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Paramount+,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,3624.42,162623
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Max,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,14037.96,382257
Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,Blue Diamond Growers,OTT Streaming Services (General),2025-06-01,OTT,Consumer Packaged Goods,In-Stream,167603.26,7025968
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,cakewrecks.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,23.33,5274
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,buzzfeed.com,2025-06-01,Desktop Display,Consumer Packaged Goods,Other,3297.31,972573
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,food.com (Scripps Network Digital),2025-06-01,Mobile Display,Consumer Packaged Goods,Other,2796.78,512031
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,parade.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,75.54,29155
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,eater.com (Vox Media),2025-06-01,Mobile Display,Consumer Packaged Goods,Other,90.51,28144
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thekrazycouponlady.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,194.63,31404
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,browneyedbaker.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,12.85,4323
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,cookingchanneltv.com (Scripps Network Digital),2025-06-01,Mobile Display,Consumer Packaged Goods,Other,17.49,2570
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,paleomg.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,5.14,1229
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,onegoodthingbyjillee.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,44.42,8124
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,budget101.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,4.69,2002
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,liquor.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,65.55,18841
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,amazingribs.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,3.58,2579
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,pinchofyum.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,13.14,7086
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,sallysbakingaddiction.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,58.93,11190
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,extrapetite.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,12.89,1533
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thesimplyluxuriouslife.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,0.58,533
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,beeradvocate.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,82.39,35039
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,ohmyveggies.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,1.92,819
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,smokingmeatforums.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,5.79,2474
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,alphamom.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,16.83,7040
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,tablefortwoblog.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,7.84,3346
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,melskitchencafe.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,13.29,5671
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,catchmyparty.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,9.46,4038
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,crazyforcrust.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,104.79,44734
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,culinaryhill.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,175.46,74918
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thatlowcarblife.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,96.69,41265
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,joyfoodsunshine.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,74.71,31882
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,ohclary.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,3.91,1602
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,houseofnasheats.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,160.58,68527
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,crazylittleprojects.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,3.85,1646
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thebusybaker.ca,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,23.84,10180
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,gonnawantseconds.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,214.35,91468
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,minimalistbaker.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,128.43,54813
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,justsotasty.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,25.47,10868
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,happymomhacks.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,6.65,2837
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,favfamilyrecipes.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,228.18,97400
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,blessthismessplease.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,155.25,66255
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,kitchensanctuary.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,75.52,32236
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,sweetashoney.co,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,13.18,5624
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,tasteandtellblog.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,28.22,12052
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,101cookingfortwo.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,10.97,4684
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,bestrecipebox.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,10.53,4494
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thesouthernladycooks.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,11.21,4784
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,cookincanuck.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,21.19,9047
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,foodal.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,5.42,2313
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,babyfoode.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,14.24,6077
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,thehappierhomemaker.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,8.03,3428
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,theflavoursofkitchen.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,3.13,1337
"Chobani, Inc.",Chobani,Chobani,Chobani,Chobani,realfoodwholelife.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,15.67,6687
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Stories,55967.34,7697677
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Feed,249463.21,34310867
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Reels,7340.73,1009633
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Marketplace,2440.07,335605
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,YouTube,2025-06-01,YouTube,Consumer Packaged Goods,In-Stream,2027.21,147517
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Stories,13150.55,1550417
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Reels,218397.45,25748525
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Feed,57036.62,6724474
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-06-01,Desktop Display,Consumer Packaged Goods,Other,204.25,15319
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,dallascowboys.com,2025-06-01,Mobile Display,Consumer Packaged Goods,Other,233.82,28216
"Links Snacks, Inc.",Jack Link's,Jack Link's,Jack Link's,Jack Link's,tab.gladly.io,2025-06-01,Desktop Display,Consumer Packaged Goods,Other,110.43,37456
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,YouTube,2025-06-01,YouTube,Consumer Packaged Goods,In-Stream,2598.03,120153
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Hulu,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,665838.23,22340348
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Stories,1543.12,181930
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Reels,12653.7,1491834
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Feed,3236.73,381601
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Pluto TV,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,12811.86,592206
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Tubi,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,2302.67,93691
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Peacock,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,18536.79,443516
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,TikTok,2025-06-01,TikTok,Consumer Packaged Goods,Feed,17137.15,1637620
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,OTT Streaming Services (General),2025-06-01,OTT,Consumer Packaged Goods,In-Stream,167773.45,7033102
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Amazon Prime Video,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,2108.08,62955
"Mars, Incorporated",Mars Food,Kind Snacks,Kind Snacks,Kind Snacks,Disney+,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,784.42,16898
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-06-01,YouTube,Consumer Packaged Goods,Feed,136.19,94001
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-06-01,Desktop Display,Consumer Packaged Goods,Other,116.99,12374
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,YouTube,2025-06-01,YouTube,Consumer Packaged Goods,In-Stream,454.05,209981
Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Siete Family Foods,Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Stories,113.55,13387
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-06-01,Facebook,<uncategorized>,Reels,272.72,37509
"Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.","Tillamook Country Smoker, Inc.",Facebook,2025-06-01,Facebook,<uncategorized>,Feed,1919.85,264055
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Stories,21464.8,2952235
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Feed,53619.34,7374733
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Facebook,2025-06-01,Facebook,Consumer Packaged Goods,Reels,4679.8,643655
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),YouTube,2025-06-01,YouTube,Consumer Packaged Goods,In-Stream,176.65,16339
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Hulu,2025-06-01,OTT,Consumer Packaged Goods,In-Stream,304717.32,10223928
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Feed,28818.46,3397617
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Reels,54229.29,6393489
We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),We Are The Chompians LLC (Chomps),Instagram,2025-06-01,Instagram,Consumer Packaged Goods,Stories,22876.42,2697065
